city,timestamp,temperature,season
New York,2010-01-01,-5.708642752556386,winter
New York,2010-01-02,9.719530649470268,winter
New York,2010-01-03,-5.446145174616992,winter
New York,2010-01-04,-0.7870492653924173,winter
New York,2010-01-05,-2.969703548394007,winter
New York,2010-01-06,3.2231919779977565,winter
New York,2010-01-07,-1.7108277589125773,winter
New York,2010-01-08,4.033816098990362,winter
New York,2010-01-09,-5.178676270618352,winter
New York,2010-01-10,-2.2987719796045503,winter
New York,2010-01-11,3.9334022264922526,winter
New York,2010-01-12,0.031964885540556646,winter
New York,2010-01-13,-10.217371946577396,winter
New York,2010-01-14,1.9069721962782828,winter
New York,2010-01-15,-17.375875281725236,winter
New York,2010-01-16,7.835265368855922,winter
New York,2010-01-17,-4.704491687784284,winter
New York,2010-01-18,0.9197037648198368,winter
New York,2010-01-19,-0.26066711106770646,winter
New York,2010-01-20,-2.276634344267539,winter
New York,2010-01-21,-0.6778514916115428,winter
New York,2010-01-22,-0.3250105617709511,winter
New York,2010-01-23,-9.29627246068917,winter
New York,2010-01-24,0.5521402775627582,winter
New York,2010-01-25,-1.3220520040140795,winter
New York,2010-01-26,-7.391965797727189,winter
New York,2010-01-27,3.1155175278924316,winter
New York,2010-01-28,6.391463631711799,winter
New York,2010-01-29,-1.2149838720045516,winter
New York,2010-01-30,-10.139161578259191,winter
New York,2010-01-31,-3.112045350196592,winter
New York,2010-02-01,-15.38037155981407,winter
New York,2010-02-02,4.542572389155924,winter
New York,2010-02-03,7.254479360235699,winter
New York,2010-02-04,-7.270506967644855,winter
New York,2010-02-05,-5.454608493287184,winter
New York,2010-02-06,-6.8666048014396885,winter
New York,2010-02-07,-6.427150748813768,winter
New York,2010-02-08,-6.5322733535730535,winter
New York,2010-02-09,0.8074233138120956,winter
New York,2010-02-10,0.14591849414912228,winter
New York,2010-02-11,-3.28143469162485,winter
New York,2010-02-12,-6.510659526633573,winter
New York,2010-02-13,-0.3239946933268673,winter
New York,2010-02-14,-2.8093285078296164,winter
New York,2010-02-15,-4.875879601782,winter
New York,2010-02-16,-2.8539726128526315,winter
New York,2010-02-17,4.496669957467856,winter
New York,2010-02-18,-6.503162074324722,winter
New York,2010-02-19,3.315866715281172,winter
New York,2010-02-20,-2.999827153253668,winter
New York,2010-02-21,4.690837416167079,winter
New York,2010-02-22,0.6804602874972238,winter
New York,2010-02-23,-6.483445799096509,winter
New York,2010-02-24,-4.300095884760711,winter
New York,2010-02-25,-0.558943039818326,winter
New York,2010-02-26,1.0942954383576209,winter
New York,2010-02-27,-7.739187808459983,winter
New York,2010-02-28,1.2556713419559542,winter
New York,2010-03-01,16.692650946328605,spring
New York,2010-03-02,1.4032745890592544,spring
New York,2010-03-03,8.305986185927106,spring
New York,2010-03-04,13.770475186825196,spring
New York,2010-03-05,8.192978360918048,spring
New York,2010-03-06,4.434347462802824,spring
New York,2010-03-07,20.431652042239204,spring
New York,2010-03-08,18.11072824879221,spring
New York,2010-03-09,9.500126215968315,spring
New York,2010-03-10,13.901419565739783,spring
New York,2010-03-11,6.409150159260225,spring
New York,2010-03-12,7.511077460779154,spring
New York,2010-03-13,13.468148025268675,spring
New York,2010-03-14,17.817573717497186,spring
New York,2010-03-15,10.409927539043963,spring
New York,2010-03-16,18.446576396841216,spring
New York,2010-03-17,4.318645069535867,spring
New York,2010-03-18,6.262603481852542,spring
New York,2010-03-19,14.38220105084444,spring
New York,2010-03-20,17.54198248180407,spring
New York,2010-03-21,10.897906550071529,spring
New York,2010-03-22,7.23508463798513,spring
New York,2010-03-23,4.150152008390253,spring
New York,2010-03-24,18.122573974016497,spring
New York,2010-03-25,8.650475993590128,spring
New York,2010-03-26,5.604141134446781,spring
New York,2010-03-27,5.05293431585647,spring
New York,2010-03-28,10.281826778691698,spring
New York,2010-03-29,9.572977192698467,spring
New York,2010-03-30,4.133988654321449,spring
New York,2010-03-31,10.20160000150778,spring
New York,2010-04-01,5.187853833922031,spring
New York,2010-04-02,15.900028056868205,spring
New York,2010-04-03,5.557354533228932,spring
New York,2010-04-04,7.848181640069837,spring
New York,2010-04-05,6.173138996824286,spring
New York,2010-04-06,11.193777144270035,spring
New York,2010-04-07,9.899364165077152,spring
New York,2010-04-08,10.66298948147984,spring
New York,2010-04-09,6.057889424635914,spring
New York,2010-04-10,12.292992022788445,spring
New York,2010-04-11,16.343510272009976,spring
New York,2010-04-12,15.306257228444437,spring
New York,2010-04-13,4.24954453662129,spring
New York,2010-04-14,7.9219843916501125,spring
New York,2010-04-15,7.039889298763502,spring
New York,2010-04-16,8.66578825659963,spring
New York,2010-04-17,3.9732185353610063,spring
New York,2010-04-18,7.677793549968554,spring
New York,2010-04-19,11.538935005530897,spring
New York,2010-04-20,14.47086605799114,spring
New York,2010-04-21,14.232204954108798,spring
New York,2010-04-22,12.1832855389446,spring
New York,2010-04-23,12.834677821946547,spring
New York,2010-04-24,6.085799065533936,spring
New York,2010-04-25,11.261429654574208,spring
New York,2010-04-26,13.692266722466059,spring
New York,2010-04-27,12.755276073031412,spring
New York,2010-04-28,14.417145757165438,spring
New York,2010-04-29,11.703194762885065,spring
New York,2010-04-30,13.262097699061375,spring
New York,2010-05-01,3.909964647094645,spring
New York,2010-05-02,14.206803851073579,spring
New York,2010-05-03,2.393391615019559,spring
New York,2010-05-04,7.621540297210713,spring
New York,2010-05-05,11.328599839813165,spring
New York,2010-05-06,15.362115287653564,spring
New York,2010-05-07,4.024609453730212,spring
New York,2010-05-08,-0.8319380106644925,spring
New York,2010-05-09,9.7079539064229,spring
New York,2010-05-10,10.639365695709365,spring
New York,2010-05-11,6.577004261820934,spring
New York,2010-05-12,7.951290528838515,spring
New York,2010-05-13,11.237805104762913,spring
New York,2010-05-14,11.805013647865609,spring
New York,2010-05-15,9.361848264965012,spring
New York,2010-05-16,9.637228402205755,spring
New York,2010-05-17,17.340050283407024,spring
New York,2010-05-18,10.595350107598865,spring
New York,2010-05-19,13.434643246739585,spring
New York,2010-05-20,12.753474926830405,spring
New York,2010-05-21,6.31149612596042,spring
New York,2010-05-22,5.833040359341368,spring
New York,2010-05-23,9.577704172288044,spring
New York,2010-05-24,4.223117079018625,spring
New York,2010-05-25,15.449005556521715,spring
New York,2010-05-26,10.986101088194042,spring
New York,2010-05-27,1.4083797574530905,spring
New York,2010-05-28,4.773023309841521,spring
New York,2010-05-29,6.542378284442119,spring
New York,2010-05-30,9.92877220739374,spring
New York,2010-05-31,13.508003257638578,spring
New York,2010-06-01,17.31070427928825,summer
New York,2010-06-02,38.55291929572615,summer
New York,2010-06-03,25.819791354974736,summer
New York,2010-06-04,24.928650024724313,summer
New York,2010-06-05,24.28885956209915,summer
New York,2010-06-06,27.546228951047574,summer
New York,2010-06-07,17.971601484732183,summer
New York,2010-06-08,21.719459775811295,summer
New York,2010-06-09,30.305533607729537,summer
New York,2010-06-10,30.44158738026269,summer
New York,2010-06-11,35.86733281988961,summer
New York,2010-06-12,25.319045572915126,summer
New York,2010-06-13,20.662769883680433,summer
New York,2010-06-14,34.73786266356336,summer
New York,2010-06-15,19.849482021211365,summer
New York,2010-06-16,30.299196717715695,summer
New York,2010-06-17,12.001887403408475,summer
New York,2010-06-18,24.428486836964424,summer
New York,2010-06-19,21.62516682121579,summer
New York,2010-06-20,30.1980647001728,summer
New York,2010-06-21,22.107753336246134,summer
New York,2010-06-22,26.535731585021416,summer
New York,2010-06-23,27.52994020608758,summer
New York,2010-06-24,26.971769449581988,summer
New York,2010-06-25,18.03303010579573,summer
New York,2010-06-26,26.10503779076534,summer
New York,2010-06-27,20.41723574037924,summer
New York,2010-06-28,25.327574325356366,summer
New York,2010-06-29,27.420799956348333,summer
New York,2010-06-30,27.07293298741047,summer
New York,2010-07-01,23.300740140082553,summer
New York,2010-07-02,25.81655199427936,summer
New York,2010-07-03,17.813213717327592,summer
New York,2010-07-04,18.70952895894301,summer
New York,2010-07-05,27.356937850342426,summer
New York,2010-07-06,27.579525346545267,summer
New York,2010-07-07,26.087851133666646,summer
New York,2010-07-08,26.515311361637274,summer
New York,2010-07-09,27.593452452415725,summer
New York,2010-07-10,31.80590838596226,summer
New York,2010-07-11,22.871400712807866,summer
New York,2010-07-12,35.472737446644274,summer
New York,2010-07-13,27.065540392027884,summer
New York,2010-07-14,32.70735637294883,summer
New York,2010-07-15,22.195661386666917,summer
New York,2010-07-16,19.723415389073658,summer
New York,2010-07-17,25.045565501926625,summer
New York,2010-07-18,31.212881234825154,summer
New York,2010-07-19,24.401080048676924,summer
New York,2010-07-20,21.848876776935114,summer
New York,2010-07-21,26.276556164901017,summer
New York,2010-07-22,27.351165657712777,summer
